,page,txtbox,textline,font,szie,x1,y1,x2,y2,char
209,1,3,6,WMHEFG+CMR10,9.963,410.092,613.183,412.85900000000004,623.146,i
210,1,3,6,WMHEFG+CMR10,9.963,412.85900000000004,613.183,417.287,623.146,e
211,1,3,6,WMHEFG+CMR10,9.963,417.287,613.183,424.48199999999997,623.146,w
212,1,3,6,WMHEFG+CMR10,9.963,424.20300000000003,613.183,428.63,623.146,e
213,1,3,6,WMHEFG+CMR10,9.963,428.63,613.183,432.532,623.146,r
214,1,3,6,WMHEFG+CMR10,9.963,436.717,613.183,442.25199999999995,623.146,u
215,1,3,6,WMHEFG+CMR10,9.963,442.25199999999995,613.183,446.181,623.146,s
216,1,3,6,WMHEFG+CMR10,9.963,446.181,613.183,448.949,623.146,i
217,1,3,6,WMHEFG+CMR10,9.963,448.949,613.183,454.48400000000004,623.146,n
218,1,3,6,WMHEFG+CMR10,9.963,454.48400000000004,613.183,459.465,623.146,g
219,1,3,6,WMHEFG+CMR10,9.963,463.64,613.183,467.514,623.146,t
220,1,3,6,WMHEFG+CMR10,9.963,467.514,613.183,473.04900000000004,623.146,h
221,1,3,6,WMHEFG+CMR10,9.963,473.04900000000004,613.183,477.477,623.146,e
222,1,3,7,WMHEFG+CMR10,9.963,133.768,601.2280000000001,139.303,611.191,p
223,1,3,7,WMHEFG+CMR10,9.963,139.582,601.2280000000001,144.563,611.191,o
224,1,3,7,WMHEFG+CMR10,9.963,144.563,601.2280000000001,150.099,611.191,p
225,1,3,7,WMHEFG+CMR10,9.963,150.099,601.2280000000001,155.634,611.191,p
226,1,3,7,WMHEFG+CMR10,9.963,155.634,601.2280000000001,158.40200000000002,611.191,l
227,1,3,7,WMHEFG+CMR10,9.963,158.40200000000002,601.2280000000001,162.829,611.191,e
228,1,3,7,WMHEFG+CMR10,9.963,162.829,601.2280000000001,166.731,611.191,r
229,1,3,7,WMHEFG+CMR10,9.963,169.262,601.2280000000001,172.02900000000002,611.191,l
230,1,3,7,WMHEFG+CMR10,9.963,172.02900000000002,601.2280000000001,174.797,611.191,i
231,1,3,7,WMHEFG+CMR10,9.963,174.797,601.2280000000001,180.332,611.191,b
232,1,3,7,WMHEFG+CMR10,9.963,180.332,601.2280000000001,184.235,611.191,r
233,1,3,7,WMHEFG+CMR10,9.963,184.235,601.2280000000001,189.21599999999998,611.191,a
234,1,3,7,WMHEFG+CMR10,9.963,189.21599999999998,601.2280000000001,193.118,611.191,r
235,1,3,7,WMHEFG+CMR10,9.963,193.118,601.2280000000001,198.37599999999998,611.191,y
236,1,3,7,WMHEFG+CMR10,9.963,197.55,601.2280000000001,200.317,611.191,.
237,1,3,7,WMHEFG+CMR10,9.963,204.482,601.2280000000001,207.24900000000002,611.191,l
238,1,3,7,WMHEFG+CMR10,9.963,207.24900000000002,601.2280000000001,210.017,611.191,i
239,1,3,7,WMHEFG+CMR10,9.963,210.017,601.2280000000001,214.998,611.191,g
240,1,3,7,WMHEFG+CMR10,9.963,214.998,601.2280000000001,220.533,611.191,h
241,1,3,7,WMHEFG+CMR10,9.963,220.25400000000002,601.2280000000001,224.12900000000002,611.191,t
242,1,3,7,WMHEFG+CMR10,9.963,223.85,601.2280000000001,231.045,611.191,w
243,1,3,7,WMHEFG+CMR10,9.963,230.766,601.2280000000001,235.19299999999998,611.191,e
244,1,3,7,WMHEFG+CMR10,9.963,235.19299999999998,601.2280000000001,237.96099999999998,611.191,i
245,1,3,7,WMHEFG+CMR10,9.963,237.96099999999998,601.2280000000001,242.942,611.191,g
246,1,3,7,WMHEFG+CMR10,9.963,242.942,601.2280000000001,248.477,611.191,h
247,1,3,7,WMHEFG+CMR10,9.963,248.19799999999998,601.2280000000001,252.07299999999998,611.191,t
248,1,3,7,WMHEFG+CMR10,9.963,254.613,601.2280000000001,261.394,611.191,P
249,1,3,7,WMHEFG+CMR10,9.963,261.394,601.2280000000001,269.004,611.191,D
250,1,3,7,WMHEFG+CMR10,9.963,269.004,601.2280000000001,275.508,611.191,F
251,1,3,7,WMHEFG+CMR10,9.963,278.038,601.2280000000001,283.574,611.191,d
252,1,3,7,WMHEFG+CMR10,9.963,283.574,601.2280000000001,288.555,611.191,o
253,1,3,7,WMHEFG+CMR10,9.963,288.834,601.2280000000001,293.26099999999997,611.191,c
254,1,3,7,WMHEFG+CMR10,9.963,293.26099999999997,601.2280000000001,298.796,611.191,u
255,1,3,7,WMHEFG+CMR10,9.963,298.796,601.2280000000001,307.098,611.191,m
256,1,3,7,WMHEFG+CMR10,9.963,307.098,601.2280000000001,311.526,611.191,e
257,1,3,7,WMHEFG+CMR10,9.963,311.526,601.2280000000001,317.061,611.191,n
258,1,3,7,WMHEFG+CMR10,9.963,316.782,601.2280000000001,320.656,611.191,t
259,1,3,7,WMHEFG+CMR10,9.963,323.187,601.2280000000001,328.445,611.191,v
260,1,3,7,WMHEFG+CMR10,9.963,328.445,601.2280000000001,331.213,611.191,i
261,1,3,7,WMHEFG+CMR10,9.963,331.213,601.2280000000001,335.64,611.191,e
262,1,3,7,WMHEFG+CMR10,9.963,335.64,601.2280000000001,342.835,611.191,w
263,1,3,7,WMHEFG+CMR10,9.963,342.566,601.2280000000001,346.994,611.191,e
264,1,3,7,WMHEFG+CMR10,9.963,346.994,601.2280000000001,350.89599999999996,611.191,r
265,1,3,7,WMHEFG+CMR10,9.963,353.426,601.2280000000001,359.653,611.191,L
266,1,3,7,WMHEFG+CMR10,9.963,359.653,601.2280000000001,362.421,611.191,i
267,1,3,7,WMHEFG+CMR10,9.963,362.421,601.2280000000001,367.95599999999996,611.191,b
268,1,3,7,WMHEFG+CMR10,9.963,367.95599999999996,601.2280000000001,371.858,611.191,r
269,1,3,7,WMHEFG+CMR10,9.963,371.858,601.2280000000001,376.839,611.191,a
270,1,3,7,WMHEFG+CMR10,9.963,376.839,601.2280000000001,380.74199999999996,611.191,r
271,1,3,7,WMHEFG+CMR10,9.963,380.74199999999996,601.2280000000001,386.0,611.191,y
272,1,3,7,WMHEFG+CMR10,9.963,388.531,601.2280000000001,391.575,611.191,f
273,1,3,7,WMHEFG+CMR10,9.963,391.575,601.2280000000001,396.556,611.191,o
274,1,3,7,WMHEFG+CMR10,9.963,396.556,601.2280000000001,400.459,611.191,r
275,1,3,7,WMHEFG+CMR10,9.963,402.98900000000003,601.2280000000001,409.216,611.191,L
276,1,3,7,WMHEFG+CMR10,9.963,409.216,601.2280000000001,411.98400000000004,611.191,i
277,1,3,7,WMHEFG+CMR10,9.963,411.98400000000004,601.2280000000001,416.965,611.191,g
278,1,3,7,WMHEFG+CMR10,9.963,416.965,601.2280000000001,422.5,611.191,h
279,1,3,7,WMHEFG+CMR10,9.963,422.231,601.2280000000001,426.106,611.191,t
280,1,3,7,WMHEFG+CMR10,9.963,425.827,601.2280000000001,433.022,611.191,w
281,1,3,7,WMHEFG+CMR10,9.963,432.74300000000005,601.2280000000001,437.17,611.191,e
282,1,3,7,WMHEFG+CMR10,9.963,437.17,601.2280000000001,439.93800000000005,611.191,i
283,1,3,7,WMHEFG+CMR10,9.963,439.93800000000005,601.2280000000001,444.91900000000004,611.191,g
284,1,3,7,WMHEFG+CMR10,9.963,444.91900000000004,601.2280000000001,450.454,611.191,h
285,1,3,7,WMHEFG+CMR10,9.963,450.175,601.2280000000001,454.05,611.191,t
286,1,3,7,WMHEFG+CMR10,9.963,456.59,601.2280000000001,463.371,611.191,P
