,page,txtbox,textline,font,szie,x1,y1,x2,y2,char,xspace,yspace,concat,words,wx1,wb
138,1,2,5,WMHEFG+CMR10,9.963,143.178,659.461,145.945,669.424,i,0.0,0.0,True,i,143.178,False
139,1,2,5,WMHEFG+CMR10,9.963,145.945,659.461,149.875,669.424,s,3.3170000000000073,0.0,False,s,145.945,True
140,1,2,5,WMHEFG+CMR10,9.963,153.192,659.461,155.96,669.424,i,0.0,0.0,True,some,137.642,False
141,1,2,5,WMHEFG+CMR10,9.963,155.96,659.461,159.889,669.424,s,3.326999999999998,0.0,False,s,155.96,True
142,1,2,5,WMHEFG+CMR10,9.963,163.216,659.461,167.146,669.424,s,0.0,0.0,True,s,163.216,False
143,1,2,5,WMHEFG+CMR10,9.963,167.146,659.461,172.127,669.424,o,0.0,0.0,True,o,167.146,False
144,1,2,5,WMHEFG+CMR10,9.963,172.127,659.461,180.429,669.424,m,0.0,0.0,True,text,155.96,False
145,1,2,5,WMHEFG+CMR10,9.963,180.429,659.461,184.856,669.424,e,3.318000000000012,0.0,False,e,180.429,True
146,1,2,5,WMHEFG+CMR10,9.963,188.174,659.461,192.048,669.424,t,0.0,0.0,True,in,180.429,False
147,1,2,5,WMHEFG+CMR10,9.963,192.048,659.461,196.476,669.424,e,0.0,0.0,True,e,192.048,False
148,1,2,5,WMHEFG+CMR10,9.963,196.476,659.461,201.734,669.424,x,0.0,0.0,True,x,196.476,False
149,1,2,5,WMHEFG+CMR10,9.963,201.734,659.461,205.608,669.424,t,3.3279999999999745,0.0,False,t,201.734,True
150,1,2,5,WMHEFG+CMR10,9.963,208.93599999999998,659.461,211.703,669.424,i,-0.010000000000019327,0.0,True,this,192.048,False
151,1,2,5,WMHEFG+CMR10,9.963,211.69299999999998,659.461,217.229,669.424,n,3.3269999999999698,0.0,False,n,211.69299999999998,True
152,1,2,5,WMHEFG+CMR10,9.963,220.55599999999998,659.461,224.43099999999998,669.424,t,0.0,0.0,True,t,220.55599999999998,False
153,1,2,5,WMHEFG+CMR10,9.963,224.43099999999998,659.461,229.96599999999998,669.424,h,0.0,0.0,True,h,224.43099999999998,False
154,1,2,5,WMHEFG+CMR10,9.963,229.96599999999998,659.461,232.733,669.424,i,0.0,0.0,True,i,229.96599999999998,False
155,1,2,5,WMHEFG+CMR10,9.963,232.733,659.461,236.66299999999998,669.424,s,3.3170000000000073,0.0,False,s,232.733,True
156,1,2,5,WMHEFG+CMR10,9.963,239.98,659.461,243.91,669.424,s,0.0,0.0,True,s,239.98,False
157,1,2,5,WMHEFG+CMR10,9.963,243.91,659.461,248.33700000000002,669.424,e,0.0,0.0,True,e,243.91,False
158,1,2,5,WMHEFG+CMR10,9.963,248.33700000000002,659.461,252.764,669.424,c,0.0,0.0,True,section.,211.69299999999998,False
159,1,2,5,WMHEFG+CMR10,9.963,252.764,659.461,256.639,669.424,t,0.0,0.0,True,t,252.764,False
160,1,2,5,WMHEFG+CMR10,9.963,256.639,659.461,259.406,669.424,i,0.0,0.0,True,i,256.639,False
161,1,2,5,WMHEFG+CMR10,9.963,259.406,659.461,264.388,669.424,o,0.0,0.0,True,1.1,252.764,False
162,1,2,5,WMHEFG+CMR10,9.963,264.388,659.461,269.923,669.424,n,0.0,0.0,True,n,264.388,False
163,1,2,5,WMHEFG+CMR10,9.963,269.923,659.461,272.69,669.424,.,-138.922,-28.274999999999977,False,H3,264.388,True
3,1,1,2,SXMFFW+CMBX12,11.955,133.768,631.186,140.493,643.141,1,0.0,0.0,True,1,133.768,False
4,1,1,2,SXMFFW+CMBX12,11.955,140.493,631.186,144.22899999999998,643.141,.,0.0,0.0,True,.,140.493,False
5,1,1,2,SXMFFW+CMBX12,11.955,144.22899999999998,631.186,150.954,643.141,1,13.448999999999984,0.0,False,1,144.22899999999998,True
6,1,1,2,SXMFFW+CMBX12,11.955,164.403,631.186,174.919,643.141,H,0.0,0.0,True,This,133.768,False
