,font,size,y1,y2,x1,x2,char,xspace,yspace
270,XPCBJJ+CMR10,9.963,458.506,468.469,212.78,217.762,o,0.26899999999997704,0.0
271,XPCBJJ+CMR10,9.963,458.506,468.469,218.03099999999998,222.458,c,0.009999999999990905,0.0
272,XPCBJJ+CMR10,9.963,458.506,468.469,222.468,228.003,u,-0.009999999999990905,0.0
273,XPCBJJ+CMR10,9.963,458.506,468.469,227.993,236.295,m,0.010000000000019327,0.0
274,XPCBJJ+CMR10,9.963,458.506,468.469,236.305,240.732,e,0.0,0.0
275,XPCBJJ+CMR10,9.963,458.506,468.469,240.732,246.268,n,-0.27899999999999636,0.0
276,XPCBJJ+CMR10,9.963,458.506,468.469,245.989,249.863,t,2.491000000000014,0.0
277,XPCBJJ+CMR10,9.963,458.506,468.469,252.354,257.612,v,0.0,0.0
278,XPCBJJ+CMR10,9.963,458.506,468.469,257.612,260.38,i,0.0,0.0
279,XPCBJJ+CMR10,9.963,458.506,468.469,260.38,264.807,e,0.0,0.0
280,XPCBJJ+CMR10,9.963,458.506,468.469,264.807,272.002,w,-0.27899999999999636,0.0
281,XPCBJJ+CMR10,9.963,458.506,468.469,271.723,276.15,e,0.0,0.0
282,XPCBJJ+CMR10,9.963,458.506,468.469,276.15,280.053,r,2.490000000000009,0.0
283,XPCBJJ+CMR10,9.963,458.506,468.469,282.543,288.77,L,0.0,0.0
284,XPCBJJ+CMR10,9.963,458.506,468.469,288.77,291.538,i,0.0,0.0
285,XPCBJJ+CMR10,9.963,458.506,468.469,291.538,297.073,b,0.0,0.0
286,XPCBJJ+CMR10,9.963,458.506,468.469,297.073,300.975,r,0.0,0.0
287,XPCBJJ+CMR10,9.963,458.506,468.469,300.975,305.957,a,0.0,0.0
288,XPCBJJ+CMR10,9.963,458.506,468.469,305.957,309.85900000000004,r,0.0,0.0
289,XPCBJJ+CMR10,9.963,458.506,468.469,309.85900000000004,315.117,y,2.4909999999999854,0.0
290,XPCBJJ+CMR10,9.963,458.506,468.469,317.608,320.652,f,0.0,0.0
291,XPCBJJ+CMR10,9.963,458.506,468.469,320.652,325.634,o,0.0,0.0
292,XPCBJJ+CMR10,9.963,458.506,468.469,325.634,329.536,r,2.4909999999999854,0.0
293,XPCBJJ+CMR10,9.963,458.506,468.469,332.027,338.25300000000004,L,0.0,0.0
294,XPCBJJ+CMR10,9.963,458.506,468.469,338.25300000000004,341.02099999999996,i,0.0,0.0
295,XPCBJJ+CMR10,9.963,458.506,468.469,341.02099999999996,346.00199999999995,g,0.0,0.0
296,XPCBJJ+CMR10,9.963,458.506,468.469,346.00199999999995,351.537,h,-0.27799999999996317,0.0
297,XPCBJJ+CMR10,9.963,458.506,468.469,351.259,355.13300000000004,t,-0.27899999999999636,0.0
298,XPCBJJ+CMR10,9.963,458.506,468.469,354.85400000000004,362.04900000000004,w,-0.2690000000000623,0.0
299,XPCBJJ+CMR10,9.963,458.506,468.469,361.78,366.207,e,0.0,0.0
300,XPCBJJ+CMR10,9.963,458.506,468.469,366.207,368.975,i,0.0,0.0
301,XPCBJJ+CMR10,9.963,458.506,468.469,368.975,373.95599999999996,g,0.0,0.0
302,XPCBJJ+CMR10,9.963,458.506,468.469,373.95599999999996,379.49199999999996,h,-0.2789999999999395,0.0
303,XPCBJJ+CMR10,9.963,458.506,468.469,379.213,383.087,t,2.4910000000000423,0.0
304,XPCBJJ+CMR10,9.963,458.506,468.469,385.57800000000003,392.358,P,0.0,0.0
305,XPCBJJ+CMR10,9.963,458.506,468.469,392.358,399.969,D,0.0,0.0
306,XPCBJJ+CMR10,9.963,458.506,468.469,399.969,406.472,F,2.4910000000000423,0.0
307,XPCBJJ+CMR10,9.963,458.506,468.469,408.963,413.944,a,0.0,0.0
308,XPCBJJ+CMR10,9.963,458.506,468.469,413.944,419.47900000000004,n,0.0,0.0
309,XPCBJJ+CMR10,9.963,458.506,468.469,419.47900000000004,425.015,d,2.490000000000009,0.0
310,XPCBJJ+CMR10,9.963,458.506,468.469,427.505,434.977,X,0.0,0.0
311,XPCBJJ+CMR10,9.963,458.506,468.469,434.977,441.75800000000004,P,0.0,0.0
312,XPCBJJ+CMR10,9.963,458.506,468.469,441.75800000000004,447.293,S,2.4809999999999945,0.0
313,XPCBJJ+CMR10,9.963,458.506,468.469,449.774,455.032,v,0.0,0.0
314,XPCBJJ+CMR10,9.963,458.506,468.469,455.032,457.8,i,0.0,0.0
315,XPCBJJ+CMR10,9.963,458.506,468.469,457.8,462.227,e,0.0,0.0
316,XPCBJJ+CMR10,9.963,458.506,468.469,462.227,469.42199999999997,w,-0.2689999999999486,0.0
317,XPCBJJ+CMR10,9.963,458.506,468.469,469.153,473.58,e,0.0,0.0
318,XPCBJJ+CMR10,9.963,458.506,468.469,473.58,477.483,r,-343.71500000000003,0.0
319,SXMFFW+CMBX12,11.967,430.23199999999997,442.199,133.768,140.493,2,0.0,-28.274
320,SXMFFW+CMBX12,11.967,430.23199999999997,442.199,140.493,144.22899999999998,.,0.0,0.0
321,SXMFFW+CMBX12,11.967,430.23199999999997,442.199,144.22899999999998,150.954,3,13.448999999999984,0.0
322,SXMFFW+CMBX12,11.967,430.23199999999997,442.199,164.403,174.919,H,0.0,0.0
323,SXMFFW+CMBX12,11.967,430.23199999999997,442.199,174.919,181.644,3,-47.876000000000005,0.0
324,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,133.768,141.24,H,0.0,-18.00299999999993
325,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,141.24,145.667,e,0.0,0.0
326,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,145.667,148.435,l,0.0,0.0
327,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,148.435,151.203,l,0.0,0.0
328,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,151.203,156.184,o,2.4809999999999945,0.0
329,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,158.665,166.41299999999998,Q,0.0,0.0
330,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,166.41299999999998,171.395,a,0.0,0.0
331,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,171.395,175.822,z,0.0,0.0
332,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,175.822,178.59,i,0.0,0.0
333,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,178.59,181.357,.,4.14500000000001,0.0
334,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,185.502,190.483,o,0.0,0.0
335,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,190.483,196.018,p,0.27899999999999636,0.0
336,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,196.297,200.725,e,0.0,0.0
337,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,200.725,206.26,n,0.0,0.0
338,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,206.26,211.24099999999999,g,0.0,0.0
339,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,211.24099999999999,214.00900000000001,l,2.4799999999999898,0.0
340,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,216.489,221.47099999999998,a,0.0,0.0
341,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,221.47099999999998,225.898,c,0.0,0.0
342,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,225.898,230.326,c,0.0,0.0
343,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,230.326,234.753,e,0.0,0.0
344,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,234.753,237.521,l,0.0,0.0
345,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,237.521,241.94799999999998,e,0.0,0.0
346,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,241.94799999999998,245.85,r,0.0,0.0
347,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,245.85,250.832,a,0.0,0.0
348,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,250.832,254.706,t,0.0,0.0
349,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,254.706,259.133,e,0.0,0.0
350,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,259.133,264.66900000000004,d,2.4799999999999613,0.0
351,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,267.149,272.685,p,0.27799999999996317,0.0
352,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,272.96299999999997,278.499,d,0.0,0.0
353,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,278.499,281.543,f,2.4809999999999945,0.0
354,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,284.024,289.282,v,0.0,0.0
355,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,289.282,292.05,i,0.0,0.0
356,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,292.05,296.47700000000003,e,0.0,0.0
357,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,296.47700000000003,303.672,w,-0.2790000000000532,0.0
358,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,303.393,307.82099999999997,e,0.0,0.0
359,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,307.82099999999997,311.723,r,2.4809999999999945,0.0
360,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,314.204,319.73900000000003,b,0.0,0.0
361,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,319.73900000000003,324.72,a,0.0,0.0
362,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,324.72,328.649,s,0.0,0.0
363,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,328.649,333.077,e,0.0,0.0
364,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,333.077,338.61199999999997,d,2.4810000000000514,0.0
365,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,341.093,346.074,o,0.0,0.0
366,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,346.074,351.60900000000004,n,2.4809999999999377,0.0
367,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,354.09,362.392,m,-0.2789999999999395,0.0
368,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,362.11300000000006,367.648,u,0.0,0.0
369,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,367.648,373.18300000000005,p,0.2789999999999395,0.0
370,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,373.462,378.99699999999996,d,0.0,0.0
371,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,378.99699999999996,382.042,f,2.4710000000000605,0.0
372,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,384.51300000000003,390.73900000000003,L,0.0,0.0
373,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,390.73900000000003,393.50699999999995,i,0.0,0.0
374,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,393.50699999999995,398.48800000000006,g,0.0,0.0
375,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,398.48800000000006,404.023,h,-0.26900000000000546,0.0
376,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,403.754,407.629,t,-0.27899999999999636,0.0
377,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,407.35,414.545,w,-0.2790000000000532,0.0
378,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,414.26599999999996,418.69300000000004,e,0.0,0.0
379,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,418.69300000000004,421.461,i,0.0,0.0
380,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,421.461,426.44199999999995,g,0.0,0.0
381,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,426.44199999999995,431.978,h,-0.27899999999999636,0.0
382,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,431.699,435.57300000000004,t,2.4809999999999945,0.0
383,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,438.05400000000003,444.834,P,0.0,0.0
384,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,444.834,452.445,D,0.0,0.0
385,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,452.445,458.94800000000004,F,2.4809999999999945,0.0
386,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,461.42900000000003,466.41,a,0.0,0.0
387,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,466.41,471.945,n,0.0,0.0
388,XPCBJJ+CMR10,9.963,412.22900000000004,422.19199999999995,471.945,477.481,d,-343.71299999999997,0.0
389,XPCBJJ+CMR10,9.963,400.273,410.236,133.768,141.24,X,0.0,-11.956000000000017
390,XPCBJJ+CMR10,9.963,400.273,410.236,141.24,148.02,P,0.0,0.0
391,XPCBJJ+CMR10,9.963,400.273,410.236,148.02,153.556,S,2.987999999999971,0.0
392,XPCBJJ+CMR10,9.963,400.273,410.236,156.54399999999998,161.803,v,0.0,0.0
393,XPCBJJ+CMR10,9.963,400.273,410.236,161.803,164.57,i,0.0,0.0
394,XPCBJJ+CMR10,9.963,400.273,410.236,164.57,168.998,e,0.0,0.0
395,XPCBJJ+CMR10,9.963,400.273,410.236,168.998,176.19299999999998,w,-0.27899999999996794,0.0
396,XPCBJJ+CMR10,9.963,400.273,410.236,175.91400000000002,180.34099999999998,e,0.0,0.0
397,XPCBJJ+CMR10,9.963,400.273,410.236,180.34099999999998,184.24400000000003,r,2.987999999999971,0.0
398,XPCBJJ+CMR10,9.963,400.273,410.236,187.232,193.459,L,0.0,0.0
399,XPCBJJ+CMR10,9.963,400.273,410.236,193.459,196.227,i,0.0,0.0
400,XPCBJJ+CMR10,9.963,400.273,410.236,196.227,201.208,g,0.0,0.0
401,XPCBJJ+CMR10,9.963,400.273,410.236,201.208,206.743,h,-0.26899999999997704,0.0
402,XPCBJJ+CMR10,9.963,400.273,410.236,206.47400000000002,210.34900000000002,t,-0.2790000000000248,0.0
403,XPCBJJ+CMR10,9.963,400.273,410.236,210.07,217.265,w,-0.27899999999999636,0.0
404,XPCBJJ+CMR10,9.963,400.273,410.236,216.986,221.41299999999998,e,0.0,0.0
405,XPCBJJ+CMR10,9.963,400.273,410.236,221.41299999999998,224.18099999999998,i,0.0,0.0
406,XPCBJJ+CMR10,9.963,400.273,410.236,224.18099999999998,229.162,g,0.0,0.0
407,XPCBJJ+CMR10,9.963,400.273,410.236,229.162,234.697,h,-0.27899999999999636,0.0
408,XPCBJJ+CMR10,9.963,400.273,410.236,234.418,238.293,t,2.987999999999971,0.0
409,XPCBJJ+CMR10,9.963,400.273,410.236,241.28099999999998,248.062,P,0.0,0.0
410,XPCBJJ+CMR10,9.963,400.273,410.236,248.062,255.672,D,0.0,0.0
411,XPCBJJ+CMR10,9.963,400.273,410.236,255.672,262.176,F,2.9990000000000236,0.0
412,XPCBJJ+CMR10,9.963,400.273,410.236,265.175,270.156,a,0.0,0.0
413,XPCBJJ+CMR10,9.963,400.273,410.236,270.156,275.691,n,-0.009999999999990905,0.0
414,XPCBJJ+CMR10,9.963,400.273,410.236,275.681,281.216,d,2.998999999999967,0.0
415,XPCBJJ+CMR10,9.963,400.273,410.236,284.215,291.687,X,0.0,0.0
416,XPCBJJ+CMR10,9.963,400.273,410.236,291.687,298.468,P,0.0,0.0
417,XPCBJJ+CMR10,9.963,400.273,410.236,298.468,304.003,S,2.9890000000000327,0.0
418,XPCBJJ+CMR10,9.963,400.273,410.236,306.992,312.25,v,0.0,0.0
419,XPCBJJ+CMR10,9.963,400.273,410.236,312.25,315.018,i,0.0,0.0
420,XPCBJJ+CMR10,9.963,400.273,410.236,315.018,319.445,e,0.0,0.0
421,XPCBJJ+CMR10,9.963,400.273,410.236,319.445,326.64,w,-0.27899999999999636,0.0
422,XPCBJJ+CMR10,9.963,400.273,410.236,326.361,330.788,e,0.0,0.0
423,XPCBJJ+CMR10,9.963,400.273,410.236,330.788,334.691,r,2.9890000000000327,0.0
424,XPCBJJ+CMR10,9.963,400.273,410.236,337.68,344.874,w,0.0,0.0
425,XPCBJJ+CMR10,9.963,400.273,410.236,344.874,347.642,i,0.0,0.0
426,XPCBJJ+CMR10,9.963,400.273,410.236,347.642,351.517,t,0.0,0.0
427,XPCBJJ+CMR10,9.963,400.273,410.236,351.517,357.05199999999996,h,2.9890000000000327,0.0
428,XPCBJJ+CMR10,9.963,400.273,410.236,360.041,367.789,O,0.0,0.0
429,XPCBJJ+CMR10,9.963,400.273,410.236,367.789,373.325,p,0.2790000000000532,0.0
430,XPCBJJ+CMR10,9.963,400.273,410.236,373.60400000000004,378.031,e,0.0,0.0
431,XPCBJJ+CMR10,9.963,400.273,410.236,378.031,383.566,n,0.0,0.0
432,XPCBJJ+CMR10,9.963,400.273,410.236,383.566,391.384,G,0.0,0.0
433,XPCBJJ+CMR10,9.963,400.273,410.236,391.384,397.611,L,2.9879999999999995,0.0
434,XPCBJJ+CMR10,9.963,400.273,410.236,400.599,406.135,b,0.0,0.0
435,XPCBJJ+CMR10,9.963,400.273,410.236,406.135,411.116,a,0.0,0.0
436,XPCBJJ+CMR10,9.963,400.273,410.236,411.116,415.543,c,-0.27899999999999636,0.0
437,XPCBJJ+CMR10,9.963,400.273,410.236,415.264,420.523,k,-0.27899999999999636,0.0
438,XPCBJJ+CMR10,9.963,400.273,410.236,420.244,424.671,e,0.0,0.0
439,XPCBJJ+CMR10,9.963,400.273,410.236,424.671,430.20599999999996,n,0.0,0.0
440,XPCBJJ+CMR10,9.963,400.273,410.236,430.20599999999996,435.741,d,2.9990000000000236,0.0
441,XPCBJJ+CMR10,9.963,400.273,410.236,438.74,446.212,U,0.0,0.0
442,XPCBJJ+CMR10,9.963,400.273,410.236,446.212,451.74699999999996,n,0.0,0.0
443,XPCBJJ+CMR10,9.963,400.273,410.236,451.74699999999996,454.515,i,-0.009999999999990905,0.0
444,XPCBJJ+CMR10,9.963,400.273,410.236,454.505,458.93199999999996,c,0.009999999999990905,0.0
445,XPCBJJ+CMR10,9.963,400.273,410.236,458.94199999999995,463.92400000000004,o,0.26900000000000546,0.0
446,XPCBJJ+CMR10,9.963,400.273,410.236,464.19300000000004,469.728,d,0.0,0.0
447,XPCBJJ+CMR10,9.963,400.273,410.236,469.728,474.155,e,0.0,0.0
448,XPCBJJ+CMR10,9.963,400.273,410.236,474.155,477.476,-,-343.70799999999997,0.0
449,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,133.768,139.303,b,0.0,-11.954999999999984
450,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,139.303,144.285,a,0.0,0.0
451,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,144.285,148.214,s,0.0,0.0
452,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,148.214,152.641,e,0.0,0.0
453,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,152.641,158.17600000000002,d,5.955999999999989,0.0
454,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,164.132,171.327,T,-0.8369999999999891,0.0
455,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,170.49,174.918,e,0.0,0.0
456,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,174.918,182.389,X,0.0,0.0
457,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,182.389,185.71,-,0.009999999999990905,0.0
458,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,185.72,190.701,a,-0.27899999999999636,0.0
459,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,190.422,197.61700000000002,w,-0.2790000000000248,0.0
460,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,197.338,202.32,a,0.0,0.0
461,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,202.32,206.222,r,0.0,0.0
462,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,206.222,210.649,e,3.149000000000001,0.0
463,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,213.798,218.225,e,0.0,0.0
464,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,218.225,223.76,d,0.0,0.0
465,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,223.76,226.528,i,0.0,0.0
466,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,226.528,230.40200000000002,t,0.0,0.0
467,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,230.40200000000002,235.38400000000001,o,0.0,0.0
468,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,235.38400000000001,239.28599999999997,r,3.158000000000044,0.0
469,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,242.44400000000002,249.639,w,0.0,0.0
470,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,249.639,252.407,i,0.0,0.0
471,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,252.407,256.281,t,0.0,0.0
472,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,256.281,261.816,h,3.1480000000000246,0.0
473,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,264.964,267.732,i,0.0,0.0
474,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,267.732,273.267,n,-0.27899999999999636,0.0
475,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,272.988,276.863,t,0.0,0.0
476,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,276.863,281.29,e,0.0,0.0
477,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,281.29,286.27099999999996,g,0.0,0.0
478,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,286.27099999999996,290.17400000000004,r,0.0,0.0
479,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,290.17400000000004,295.155,a,0.0,0.0
480,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,295.155,299.03,t,0.0,0.0
481,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,299.03,303.457,e,0.0,0.0
482,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,303.457,308.992,d,3.1479999999999677,0.0
483,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,312.14,318.921,P,0.0,0.0
484,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,318.921,326.531,D,0.0,0.0
485,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,326.531,333.035,F,3.1580000000000155,0.0
486,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,336.19300000000004,341.45099999999996,v,0.0,0.0
487,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,341.45099999999996,344.219,i,0.0,0.0
488,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,344.219,348.64599999999996,e,0.0,0.0
489,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,348.64599999999996,355.841,w,-0.2790000000000532,0.0
490,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,355.56199999999995,359.99,e,0.0,0.0
491,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,359.99,363.892,r,3.1480000000000246,0.0
492,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,367.04,374.651,D,0.0,0.0
493,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,374.651,379.63199999999995,o,0.2790000000000532,0.0
494,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,379.911,384.338,c,0.0,0.0
495,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,384.338,389.874,u,0.0,0.0
496,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,389.874,398.175,m,0.0,0.0
497,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,398.175,402.603,e,0.0,0.0
498,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,402.603,408.13800000000003,n,-0.27899999999999636,0.0
499,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,407.85900000000004,411.73400000000004,t,3.1579999999999586,0.0
500,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,414.892,420.15,v,0.0,0.0
501,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,420.15,422.918,i,0.0,0.0
502,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,422.918,427.345,e,0.0,0.0
503,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,427.345,434.54,w,-0.2790000000000532,0.0
504,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,434.26099999999997,438.68800000000005,e,0.0,0.0
505,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,438.68800000000005,442.591,r,3.1480000000000246,0.0
506,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,445.73900000000003,448.783,f,0.0,0.0
507,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,448.783,453.765,o,0.0,0.0
508,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,453.765,457.667,r,3.1480000000000246,0.0
509,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,460.815,466.35,ﬁ,0.0,0.0
510,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,466.35,469.11800000000005,l,0.0,0.0
511,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,469.11800000000005,473.545,e,0.0,0.0
512,XPCBJJ+CMR10,9.963,388.31800000000004,398.281,473.545,477.475,s,-343.707,0.0
513,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,133.768,136.536,l,0.0,-11.954999999999984
514,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,136.536,139.303,i,0.0,0.0
515,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,139.303,144.561,k,-0.27800000000002,0.0
516,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,144.283,148.71,e,3.326999999999998,0.0
517,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,152.037,158.81799999999998,P,0.0,0.0
518,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,158.81799999999998,166.428,D,0.0,0.0
519,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,166.428,172.93200000000002,F,3.3179999999999836,0.0
520,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,176.25,181.231,a,0.0,0.0
521,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,181.231,186.766,n,0.0,0.0
522,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,186.766,192.301,d,3.3180000000000405,0.0
523,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,195.61900000000003,202.399,P,-0.27899999999999636,0.0
524,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,202.12,207.102,o,0.0,0.0
525,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,207.102,211.03099999999998,s,0.0,0.0
526,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,211.03099999999998,214.905,t,0.0,0.0
527,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,214.905,218.835,s,0.0,0.0
528,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,218.835,223.262,c,0.0,0.0
529,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,223.262,227.16400000000002,r,0.0,0.0
530,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,227.16400000000002,229.93200000000002,i,0.0,0.0
531,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,229.93200000000002,235.467,p,0.0,0.0
532,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,235.467,239.342,t,0.0,0.0
533,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,239.342,242.109,.,4.4339999999999975,0.0
534,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,246.543,254.015,X,0.0,0.0
535,XPCBJJ+CMR10,9.963,376.36300000000006,386.32599999999996,254.015,257.335,-,0.0,0.0
